marka,model,il,yurus,muherrik,qiymet
Kia,Ceed SW,2025,0,1.6,35900
Kia,Optima,2020,68603,1.6,25400
Toyota,Highlander,2024,0,2.5,92650
Kia,Ceed,2025,0,1.6,33900
Porsche,Cayenne,2019,74300,3.0,92990
Hyundai,Sonata,2008,224655,2.4,14500
Kia,Seltos,2025,0,2.0,42900
Chevrolet,Aveo,2012,118364,1.4,11800
Nissan,Note,2017,88000,1.2,15900
Ford,Custom,2015,312000,2.2,23500
Kia,K8,2025,0,1.6,66900
Haval,Jolion Pro,2025,0,1.5,39900
Mercedes,GL 500 4MATIC,2014,158000,4.7,46900
BYD,Destroyer 05,2025,0,1.5,22500
Mercedes,C 200,2001,299378,2.0,10400
Chevrolet,Malibu,2022,68000,1.5,22800
Mercedes,GLC 200 4MATIC,2020,27300,2.0,67500
Toyota,Land Cruiser,2010,206000,4.0,48000
Mercedes,G 55 AMG,2011,135000,5.5,88400
Ford,Transit,2010,179000,2.2,20500
Honda,Insight,2010,346000,1.3,10300
Ford,Escape,2019,138000,1.5,24900
Ford,Custom,2015,312000,2.2,23500
Kia,K8,2025,0,1.6,66900
Hyundai,Sonata,2015,213238,2.0,24000
BMW,530,2020,58300,2.0,64600
Toyota,Corolla Cross,2025,0,2.0,45200
LADA,(VAZ) Niva,2021,42000,1.7,18900
Toyota,Corolla Cross,2025,0,2.0,45200
LADA,(VAZ) 2104,2011,40000,1.6,7000
Toyota,Corolla Cross,2025,0,2.0,45200
Land,Rover Discovery,2017,48000,3.0,53000
Kia,K5,2025,0,1.5,45900
Mazda,626,1997,302111,1.8,3300
Kia,K5,2024,0,2.5,53900
Fiat,Doblo,2015,494585,1.4,8900
Renault,Megane,2005,342539,1.5,6700
Ford,Fusion (North America),2015,272000,1.5,16600
Mercedes,E 240,2002,270000,2.6,13900
Ford,Transit,1999,253641,2.5,12400
Chevrolet,Trax,2017,120000,1.4,17400
GAZ,53,1976,300000,4.2,11000
Mercedes,A 160,2005,159000,2.0,6300
Nissan,Micra,2012,167000,1.2,12200
Mercedes,S 400,2014,189000,3.0,72930
Mercedes,E 350 e,2025,5000,2.0,164900
JAC,JS6,2025,0,1.5,33000
Hyundai,Palisade,2020,155000,2.2,55900
Changan,Qiyuan A05,2025,0,1.5,25500
Geely,Galaxy L6,2025,0,1.5,38500
Toyota,Land Cruiser,2022,42000,3.5,149000
Kia,Forte,2016,212000,1.8,17200
Mercedes,S 500,2011,220000,4.7,32500
Chevrolet,Cobalt,2023,14700,1.5,18000
Honda,Accord,2018,46000,1.5,33500
Nissan,Kicks,2018,129759,1.6,23200
Toyota,Corolla,2024,6000,1.8,40000
Volkswagen,Touareg,2004,360000,2.5,7000
Mercedes,E 350 e,2025,5000,2.0,164900
Kia,Sorento,2016,148000,2.0,37500
Kia,Cerato,2017,148646,2.0,27000
Land,Rover RR Evoque,2020,72000,2.0,56950
BMW,528,2016,128000,2.0,31900
Toyota,Corolla,2006,146000,1.4,16200
Toyota,Land Cruiser Prado,2014,130000,2.7,51000
Mercedes,C 300,2017,138000,2.0,34900
Hyundai,Accent,2022,67000,1.6,21000
Audi,Q8,2018,49000,3.0,88400
Mercedes,E 230,1998,254782,2.3,8900
Yamaha,MT-07,2022,9900,7003,17000
BMW,330,2021,39200,2.0,50830
Hyundai,Sonata,2024,3600,2.0,55930
Changan,Qiyuan A05,2025,0,1.5,26300
GAZ,GAZel (33021),1996,250000,2.4,5900
Chevrolet,Cruze,2016,99675,1.4,15990
Opel,Vita,1998,258000,1.4,4500
Toyota,RAV4,2022,49800,2.5,54500
Land,Rover Range Rover,2016,94700,3.0,58650
Opel,Astra,2009,198000,1.4,11700
Ford,Fusion (North America),2018,69500,1.5,20900
Ford,Fusion (North America),2017,78500,2.0,22900
Jinlang,St150,2024,0,1503,3900
Mercedes,C 300,2017,100000,2.0,25000
Mercedes,E 350 e,2025,0,2.0,170028
Changan,Uni-Z,2025,0,1.5,34040
BYD,Destroyer 05,2025,0,1.5,25600
Land,Rover RR Evoque,2012,181000,2.0,23400
Kia,Rio,2007,258000,1.5,19500
Toyota,Land Cruiser Prado,2013,98000,2.7,47500
Mercedes,E 350,2006,287000,3.5,18900
Land,Rover Discovery,2018,107000,3.0,81600
Opel,Astra,2007,358000,1.3,10900
Hyundai,i30,2011,257500,1.4,14500
Toyota,Land Cruiser,2013,115000,4.5,75650
Chevrolet,Trax,2016,162423,1.4,16400
Hyundai,Accent,2018,115400,1.6,21700
Opel,Astra,2007,280000,1.3,9400
BMW,X5,2019,40500,3.0,110500
Kia,Rio,2007,300000,1.5,8900
Changan,Uni-Z,2025,0,1.5,32999
BMW,530,2017,118000,2.0,52700
BMW,428,2016,152000,2.0,34000
Mercedes,E 200,2000,482000,2.0,8500
Peugeot,Boxer,2025,0,2.2,62800
Opel,Astra,1998,308000,1.6,7500
Toyota,Land Cruiser Prado,2012,178490,2.7,42900
Changan,Uni-Z,2025,0,1.5,33900
Changan,Qiyuan A05,2025,0,1.5,27500
Hyundai,ix35,2014,119000,2.0,27600
Changan,CS 55 Plus,2025,0,1.5,29900
Kia,Sorento,2016,162000,2.0,38800
Changan,CS 55 Plus,2025,0,1.5,30300
Hyundai,Grandeur,2015,218000,2.2,27500
Kia,Sorento,2017,163000,2.0,38500
Hyundai,Sonata,2015,200500,1.7,26000
Nissan,Kicks,2017,140000,1.6,20900
Mercedes,C 200,2001,380000,2.0,11000
BYD,Destroyer 05,2025,0,1.5,22850
Changan,Uni-Z,2025,0,1.5,28050
Changan,Deepal S7,2025,0,1.5,44880
Mercedes,GLC 350 e 4MATIC+ Coupe,2024,0,2.0,164436
Lexus,RX 200t,2016,120000,2.0,51850
LADA,(VAZ) Niva,2020,54000,1.7,18000
Toyota,RAV4,2024,15000,2.5,56950
Kia,Carnival,2019,119000,2.2,46444
BMW,528,2015,225621,2.0,31000
Chevrolet,Cruze,2014,269000,1.4,13800
Mercedes,G 55 AMG,2008,238000,5.4,56000
Opel,Vita,2001,312000,1.4,6800
Renault,Tondar,2013,350000,1.6,6000
Mercedes,C 200,2000,285000,2.0,9500
Kia,K3,2017,203000,1.6,18000
Changan,Uni-Z,2025,0,1.5,31501
Kia,Sorento,2015,129000,2.0,37800
Hyundai,Santa Fe,2015,175000,2.0,31500
Mercedes,C 240,2001,408529,2.6,9200
BYD,Seal 05,2025,0,1.5,22500
Hyundai,Santa Fe,2010,105000,2.0,21500
Nissan,Sunny,2007,395000,1.3,8500
Toyota,Aqua,2019,54000,1.5,18500
BYD,Destroyer 05,2025,0,1.5,22700
Maserati,Grecale 300,2025,0,2.0,136424
Changan,Uni-Z,2025,0,1.5,33200
Changan,Uni-Z,2025,0,1.5,33200
Land,Rover Range Rover,2018,89000,3.0,84830
Porsche,Cayenne GTS,2024,17000,4.0,272000
Changan,Uni-Z,2025,0,1.5,33000
Infiniti,FX35,2011,245000,3.5,20500
Porsche,Cayenne,2014,106100,3.6,45390
Kia,Rio,2011,243000,1.4,15600
Kia,Cerato,2013,280000,1.6,17000
Mercedes,GLC 350 e 4MATIC+ Coupe,2025,0,2.0,165128
BYD,Destroyer 05,2025,0,1.5,20060
BMW,520,2024,14500,2.0,106250
Mikilon,HAMMER 200L,2025,0,2003,5500
BMW,530,2020,64000,2.0,57800
Mercedes,GLA 250 4MATIC,2017,98000,2.0,37900
Hyundai,Accent,2011,235940,1.6,15500
Mercedes,CLS 350,2007,344000,3.0,16900
LADA,(VAZ) 2107,2004,85000,1.5,6900
Mercedes,C 200,1998,342500,2.0,11400
Hyundai,Sonata,2011,175000,2.0,21400
LADA,(VAZ) Niva,2024,31000,1.7,25150
Kia,Cerato,2013,280000,1.6,17000
Porsche,Panamera Turbo S,2015,120520,4.8,72590
Hyundai,Tucson,2024,0,1.6,60900
Land,Rover Discovery,2014,187000,3.0,47600
Chevrolet,Trax,2019,83158,1.8,20800
Kia,Rio,2005,316000,1.4,8900
Land,Rover Range Rover,2011,59491,5.0,55590
Changan,Deepal S05,2025,0,1.5,36800
Hyundai,Accent,2016,82000,1.6,18300
Changan,Qiyuan Q05,2025,0,1.5,29500
Opel,Astra,2006,350123,1.3,9000
BMW,528,2016,150000,2.0,39100
Kia,Ceed,2008,339000,1.6,10100
Ford,Transit,2008,86500,2.4,38500
BYD,Destroyer 05,2025,0,1.5,22900
BYD,Seal 05,2025,0,1.5,22900
Kia,K7,2019,44000,2.2,51900
Land,Rover Range Rover,2014,79000,5.0,73100
BYD,Seal 05,2025,0,1.5,22500
Mercedes,C 220,1999,444444,2.2,7500
BYD,Seal 05,2025,0,1.5,22800
Changan,Uni-Z,2025,0,1.5,34000
Changan,Uni-Z,2025,0,1.5,32300
BMW,740,2025,0,3.0,311000
KAIYI,X7,2024,0,1.6,33900
Mercedes,GLE 53 4MATIC+,2024,30000,3.0,164900
Kia,K5,2016,141700,1.7,23800
Kia,Cerato,2014,163000,1.6,21400
Land,Rover Range Rover,2016,131000,5.0,82790
Mercedes,G 63 AMG,2014,92000,5.5,122400
Iveco,Otoyol,2003,300000,3.9,12900
Chevrolet,Cruze,2014,184000,1.4,15400
BMW,525,2007,148000,2.5,20800
Nissan,Murano,2006,320000,3.5,6900
Changan,Qiyuan Q07,2025,0,1.5,45600
Hyundai,Venue,2025,0,1.6,36500
Hyundai,Santa Fe,2016,201168,2.0,29600
Mercedes,C 180,1994,397258,1.8,4900
Mercedes,C 180,1999,296308,1.8,9200
Mercedes,E 240,2003,298123,2.6,15500
Changan,CS 55 Plus,2025,0,1.5,30300
Nissan,Juke,2013,158000,1.6,17500
Kia,K7,2016,219200,2.2,29000
LADA,(VAZ) Priora,2013,394000,1.6,8400
Changan,Qiyuan Q05,2025,0,1.5,29200
Chevrolet,Equinox,2018,172000,1.5,20800
Hyundai,Santa Fe,2025,0,1.6,79900
Ravon,R4,2020,171000,1.5,14200
Toyota,Frontlander,2025,0,2.0,37600
Changan,Uni-Z,2025,0,1.5,33500
BMW,530,2018,67000,2.0,47260
BYD,Destroyer 05,2025,0,1.5,22400
Changan,Uni-Z,2025,0,1.5,33200
Changan,Qiyuan Q07,2025,0,1.5,40200
Mercedes,C 250 4MATIC,2011,320000,2.5,18800
Kia,Forte,2015,130000,1.8,17900
Toyota,Frontlander,2025,0,2.0,37900
Lamborghini,Urus,2021,6000,4.0,510000
Toyota,Corolla Cross,2025,0,2.0,36800
LADA,(VAZ) 2107,2010,62255,1.6,4800
Ravon,Nexia R3,2017,212000,1.5,11900
Hyundai,Elantra,2014,241402,1.8,20000
Mazda,6,2014,188000,2.5,23800
Hyundai,Sonata,2017,186700,2.4,23000
Audi,Q7,2018,151000,2.0,47000
Hyundai,Santa Fe,2016,162000,2.0,34900
Ford,Edge,2017,154000,2.0,26900
Toyota,Prius,2008,394502,1.5,9800
Land,Rover Range Rover,2015,130000,3.0,64600
Hyundai,Elantra,2024,0,1.6,36500
Hyundai,Sonata,2025,0,2.0,60900
Mercedes,Atego 1318,2007,700000,4.8,41500
Hyundai,Santa Fe,2012,261000,2.4,23000
Chevrolet,Cruze,2017,130237,1.4,16700
Changan,CS 55 Plus,2025,0,1.5,35000
BMW,M6,2014,84000,4.4,82800
Changan,Qiyuan Q07,2025,0,1.5,39900
Mercedes,C 230,2005,390000,2.5,9500
Renault,Megane,2011,289000,1.5,12500
DongFeng,Landian E5,2024,0,1.5,28000
Opel,Astra,1999,489550,1.6,6700
DAF,105 XF,2007,840000,13,51000
LADA,(VAZ) Niva,2024,1200,1.7,23900
Hyundai,Elantra,2023,40200,1.6,30500
Kia,Sorento,2011,226000,2.0,24300
Changan,Uni-Z,2025,0,1.5,34000
BMW,X5,2005,90000,4.8,39500
Hyundai,Elantra,2015,170000,1.8,20500
Chevrolet,Cobalt,2024,78000,1.5,29460
Hyundai,Sonata,2020,120000,1.6,34000
Hyundai,Santa Fe,2024,0,2.5,69900
Chevrolet,Captiva,2025,0,1.5,42000
FAW,Tiger VR,2024,0,2.3,30000
GAC,GS3 Emzoom,2024,0,1.5,32900
Toyota,Corolla Cross,2024,0,2.0,34850
Can-Am,Spyder RS,2010,3661,9003,18500
Mercedes,C 200,2000,363000,2.0,11700
BMW,530e,2018,226000,2.0,65000
Mercedes,Vito 111,2008,484500,2.2,23000
Kia,K3,2015,145000,1.6,19900
DAF,105 XF,2011,1050000,13,52000
Volkswagen,Jetta,2013,212000,2.0,15500
Lexus,ES 250,2021,117000,2.5,67500
Changan,Uni-V,2024,33000,1.5,45085
Changan,Qiyuan A06,2023,0,1.5,30000
Toyota,Corolla,2021,89000,1.8,29900
Hyundai,i20,2024,0,1.4,31000
Nissan,Note,2019,45000,1.2,16800
Nissan,Note,2019,42000,1.2,15800
Nissan,Note,2018,48000,1.2,16800
Nissan,Note,2017,63000,1.2,16800
Nissan,Note,2018,39000,1.2,17200
Nissan,Note,2018,35000,1.2,16800
Nissan,Note,2016,58000,1.2,15200
Nissan,Note,2018,56000,1.2,16800
Opel,Astra,2008,220000,1.4,11600
Hyundai,Tucson,2025,0,2.0,54900
Toyota,Camry,2016,151000,2.5,30700
BMW,X5,2011,182000,4.4,27700
JETOUR,T2,2025,0,1.5,57500
Hyundai,Elantra,2020,68000,2.0,24800
Kia,Morning,2014,162000,1.0,13600
Changan,Qiyuan A06,2023,0,1.5,30000
Iveco,Stralis,2014,957000,11,31000
Hyundai,Tucson,2025,0,2.0,59900
Toyota,Camry,2005,353000,2.4,9400
Mitsubishi,Outlander,2008,381474,2.4,14900
Kia,K5,2016,113000,1.7,19500
Changan,Uni-Z,2025,0,1.5,31900
Soueast,S07,2025,0,1.6,33900
Hyundai,Elantra,2018,180021,1.6,24300
Honda,Clarity,2018,115000,1.5,23000
Hyundai,Elantra,2019,167372,2.0,24000
DAF,105 XF,2009,1250000,13,47000
BMW,328,2012,298000,2.0,19300
Land,Rover Range Rover,2020,113191,3.0,104550
Opel,Astra,2004,235000,1.4,10600
Chevrolet,Equinox,2019,83265,2.0,26500
Volvo,XC90,2017,116000,2.0,52360
BMW,328,2016,182000,2.0,32500
Nissan,Note,2016,69100,1.2,14900
Opel,Astra,1999,605000,1.6,6000
Changan,Uni-Z,2025,0,1.5,33000
Hyundai,Sonata,2021,37000,1.6,37500
Mercedes,ML 320 4MATIC,2000,199235,3.2,10500
Hyundai,Elantra,2016,121000,2.0,22500
Toyota,Camry,2023,25000,2.5,58300
Hyundai,Azera,2025,0,1.6,83900
Changan,CS 55 Plus,2025,0,1.5,29300
Toyota,Corolla Cross,2025,0,2.0,42160
Changan,Qiyuan A06,2023,0,1.5,30000
Toyota,Camry,2008,223000,2.4,18800
Mercedes,Sprinter 208,1995,514282,2.3,18000
Mercedes,C 200,2022,77500,1.5,72250
Land,Rover Range Rover,2014,149000,3.0,68000
Mercedes,E 220 4MATIC,2019,78000,2.0,58650
Chevrolet,Cruze,2015,229000,1.4,17700
Changan,Uni-Z,2025,0,1.5,33000
Mercedes,G 450 d,2025,0,3.0,425000
Toyota,Corolla Cross,2025,0,2.0,34800
Changan,Qiyuan Q07,2025,0,1.5,40700
Changan,Qiyuan Q07,2025,0,1.5,36600
Toyota,Corolla Cross,2025,0,2.0,32300
Changan,CS 55 Plus,2025,0,1.5,30500
FAW,Tiger VH,2024,0,3.8,46500
Nissan,Note,2016,48000,1.2,14700
Changan,Uni-V,2023,0,1.5,32900
DAF,XF 460 FT,2008,1325430,12,36000
Ford,Transit,2011,298000,2.2,17900
Kia,K5,2016,182000,2.0,29000
Land,Rover Range Rover,2016,200000,3.0,73100
Hyundai,Santa Fe,2015,131890,2.0,32800
JAC,JS4,2025,0,1.5,24500
BMW,530,2018,209000,2.0,47600
Opel,Astra,2005,248663,1.3,9300
Toyota,Corolla Cross,2025,0,2.0,32300
Changan,Qiyuan Q07,2025,0,1.5,35700
Changan,Qiyuan A05,2025,0,1.5,23300
Changan,Qiyuan Q05,2025,0,1.5,25950
Toyota,Corolla Cross,2025,0,2.0,34800
Toyota,Corolla Cross,2025,0,2.0,32300
Changan,Qiyuan Q05,2025,0,1.5,25950
Changan,Uni-Z,2025,0,1.5,29300
BMW,X5,2017,119000,2.0,59800
LADA,(VAZ) Oka,2005,242000,0.8,4200
Ford,Fusion (North America),2017,105000,2.0,23400
Toyota,Camry,2012,328000,2.5,22500
Geely,Galaxy Starship 7,2025,0,1.5,30700
Geely,Monjaro,2025,0,1.5,42500
Changan,CS 55 Plus,2025,0,1.5,26800
Changan,CS 55 Plus,2025,0,1.5,26800
Changan,CS 55 Plus,2025,0,1.5,26800
Changan,Uni-Z,2025,0,1.5,27700
Changan,Uni-Z,2025,0,1.5,27700
BYD,Destroyer 05,2025,0,1.5,20400
BYD,Qin Plus,2025,0,1.5,20400
Changan,CS 55 Plus,2025,0,1.5,25800
Changan,Uni-Z,2025,0,1.5,29300
Changan,CS 55 Plus,2025,0,1.5,26800
Changan,Qiyuan Q07,2025,0,1.5,42900
Mercedes,E 200,2013,150000,2.0,36550
GAC,ES9,2024,0,2.0,70900
Opel,Astra,1998,250000,1.8,7800
BMW,X5,2024,33001,3.0,160650
LADA,(VAZ) Niva,2022,29000,1.7,16300
Volkswagen,Caravelle,2014,289000,2.2,44800
Infiniti,G35,2007,259000,3.5,12400
Toyota,RAV4,2019,54000,2.0,44300
Mercedes,E 240,1997,275000,2.4,11800
Mercedes,G 63 AMG,2014,92000,5.5,122400
Toyota,Land Cruiser Prado,2013,327000,2.7,35800
BMW,X5,2017,172000,3.0,59500
Changan,Uni-Z,2025,0,1.5,33000
SEAT,Toledo,2015,283000,1.6,13500
Hyundai,Elantra,2018,152000,1.6,22500
Soueast,S07,2025,0,1.6,33900
Ford,Fusion (North America),2016,205000,1.5,18700
Toyota,Corolla,2025,0,1.8,29700
Mercedes,E 240,2000,326252,2.4,13000
Land,Rover Range Rover,2018,169500,3.0,81600
Kia,Rio,2021,101600,1.6,22900
Kia,Forte,2021,130357,2.0,23500
Kia,K5,2015,200000,2.0,19500
Chevrolet,Cruze,2015,240000,1.4,15300
Nissan,Note,2012,82480,1.5,11900
Land,Rover Range Rover,2018,74000,3.0,101150
Land,Rover RR Sport,2023,16860,3.0,195500
Chevrolet,Cruze,2015,226918,1.4,14900
Changan,CS 55 Plus,2025,0,1.5,30500
Mercedes,E 220,1995,280000,2.2,6500
Soueast,S07,2025,0,1.6,33900
Li,Auto L9,2025,0,1.5,107950
Changan,Qiyuan Q07,2025,0,1.5,39900
BMW,430,2018,122000,2.0,35500
Kia,Niro,2024,0,1.6,48100
Chery,Arrizo 5,2024,0,1.5,27900
Nissan,Note,2019,36000,1.2,18900
BMW,740,2020,58000,3.0,93330
Kia,Sorento,2011,166848,2.0,24700
Chevrolet,Cobalt,2023,200000,1.5,22160
BMW,328,1999,250000,2.8,9500
Mercedes,E 240,2004,267000,2.6,15900
Mercedes,C 200,2018,110000,1.5,46750
Hyundai,Grandeur,2023,38000,1.6,71910
Honda,CR-V,2024,17703,2.0,55930
GAZ,GAZel (33021),1995,123554,2.4,6900
Changan,Qiyuan A05,2025,0,1.5,26700
Hyundai,Tucson,2008,216224,2.0,11300
BYD,Seal 05,2025,0,1.5,22500
Toyota,Land Cruiser Prado,2021,174000,2.8,102000
Mercedes,G 63 AMG,2019,52000,4.0,305150
Kia,Sorento,2024,45000,1.6,53890
Opel,Astra,1998,348000,1.6,5500
Toyota,Camry,2025,0,2.0,56950
Mercedes,S 350 d,2018,165000,3.0,99960
Changan,Uni-Z,2025,0,1.5,33123
Fiat,Fiorino,2023,0,1.4,43000
Kia,KX1,2024,0,1.4,28900
Hyundai,Elantra,2019,164000,1.6,23000
King,Long XMQ6112AY,2010,320000,10,16000
Changan,Uni-Z,2025,0,1.5,33900
Mercedes,C 220,1998,384549,2.2,7650
Mercedes,E 320,1998,444000,3.2,11000
Toyota,Avalon,2025,0,2.5,79730
LADA,(VAZ) 2106,1987,122362,1.6,3800
Toyota,Land Cruiser Prado,2014,120000,2.7,47940
Fiat,Fiorino,2023,0,1.4,32500
Hyundai,Accent,2011,293500,1.6,15300
Mercedes,GLE 53 AMG 4MATIC Coupe,2023,0,3.0,216180
M-Hero,917,2025,0,1.5,185300
M-Hero,917,2025,0,1.5,185300
Nissan,Urvan,2008,359555,3.0,11500
Mercedes,V 220,2018,92000,2.2,64600
Land,Rover RR Sport,2013,49000,5.0,44030
Kia,Optima,2017,181856,2.0,25000
Mercedes,E 220 d,2017,156000,2.0,44200
MG,3,2012,310000,1.5,3300
Mini,Cooper,2015,175000,2.0,24000
Mercedes,C 240,1998,293000,2.4,13200
Hyundai,Accent,2011,293500,1.6,15300
Toyota,Land Cruiser,2013,178000,4.0,55760
Ford,Fusion (North America),2014,334000,1.5,15800
Changan,Uni-Z,2025,0,1.5,33123
Toyota,Yaris,2019,77000,1.5,19800
Chevrolet,Malibu,2020,97064,1.5,21500
Mitsubishi,Mirage,2022,50000,1.2,20000
Fiat,Doblo,2025,0,1.5,43500
Toyota,Camry,2025,0,2.0,57460
Nissan,Sunny,2014,244121,1.5,12700
Mercedes,C 180 d,2018,272000,1.6,25900
Hyundai,Elantra,2013,195000,1.8,19600
Changan,CS 55 Plus,2025,0,1.5,29900
Mercedes,C 200,1998,296500,2.0,11500
Hyundai,Avante,2015,152000,1.6,18700
Wuling,Starlight,2025,0,1.5,36900
Toyota,Prius,2008,453122,1.5,10500
Kia,Cerato,2014,191000,2.0,21500
Chevrolet,Malibu,2016,205000,1.5,15800
Kia,Sorento,2018,97000,2.0,42000
Changan,CS 55 Plus,2025,0,1.5,29900
Hyundai,Tucson,2006,241000,2.0,15500
Ford,Fusion (North America),2018,114000,1.5,21500
Mazda,CX-90,2024,0,3.3,110330
Hyundai,Accent,2016,228062,1.6,15500
Nissan,Note,2019,75000,1.2,18700
Chevrolet,Equinox,2018,98000,1.5,24700
BMW,X7,2023,58000,3.0,151300
Audi,Q7,2018,122500,2.0,49000
BMW,528,2016,230000,2.0,31500
Mercedes,C 220 d,2014,235000,2.1,33800
Toyota,Prius,2008,300000,1.5,8400
Hyundai,Sonata,2009,197000,2.0,21500
Chevrolet,Malibu,2017,202000,1.5,18000
Lexus,ES 300h,2023,24000,2.5,67830
Toyota,RAV4,2019,54000,2.0,44300
Ford,Fusion (North America),2019,58000,1.5,19900
Mercedes,G 63 AMG,2015,86000,5.5,123250
GAZ,GAZel (3302-288),2005,564490,2.5,15500
Toyota,Corolla Cross,2025,0,2.0,46580
Fiat,Doblo,2025,0,1.6,43000
Toyota,Corolla Cross,2025,0,2.0,42900
Hyundai,Santa Fe,2018,96000,2.0,32400
Opel,Astra,2005,230000,1.4,11200
Mercedes,E 320,2002,320000,3.2,15600
ROX,(Polar Stone) 01,2025,0,1.5,95370
Kia,Sorento,2016,117000,2.0,29400
BYD,Destroyer 05,2025,0,1.5,23800
Mercedes,Vito 115,2005,313097,2.2,16000
BYD,Destroyer 05,2025,0,1.5,22950
Mercedes,C 220,1995,313000,2.2,7300
Mercedes,C 200,1998,442500,2.0,8800
LADA,(VAZ) 21011,1979,100000,1.3,2950
Soueast,S09,2025,0,2.0,36900
Changan,CS 55 Plus,2025,0,1.5,29200
Toyota,Camry,2018,101000,2.5,41900
Lexus,ES 300h,2020,45000,2.5,61030
Kia,K3,2016,126000,1.6,24300
Kia,Soul,2011,259282,1.6,14700
BMW,X5,2020,93000,3.0,98000
BYD,Destroyer 05,2025,0,1.5,22300
Mercedes,GLE 53 AMG 4MATIC Coupe,2023,0,3.0,208519
Changan,Deepal S7,2025,0,1.5,44030
Toyota,Highlander,2012,85000,3.5,32500
Toyota,Land Cruiser,2010,184000,4.5,56100
Indian,Motorcycle Scout,2017,25100,12003,53550
Toyota,Land Cruiser Prado,2011,169000,2.7,39500
Toyota,Prius,2010,280000,1.8,25500
Audi,Q7,2018,151000,2.0,47000
BMW,530,2018,108000,2.0,47600
Kia,Sorento,2015,176000,2.0,33900
Changan,Qiyuan Q07,2025,0,1.5,44300
BMW,530,2017,108000,2.0,45900
BYD,Song L,2025,0,0.0,52300
Hyundai,Accent,2014,130000,1.6,13800
Hyundai,Santa Fe,2011,193000,2.4,22700
Opel,Astra,2008,245000,1.4,10600
Land,Rover Range Rover,2018,130000,3.0,93500
Hyundai,Grandeur,2012,242100,2.4,23500
Toyota,Land Cruiser,2014,225993,4.0,60350
Bestune,T77,2021,90000,1.5,24900
LADA,(VAZ) 2106,1982,333330,1.6,2300
Chevrolet,Equinox,2019,151000,1.5,21500
BYD,Destroyer 05,2025,0,1.5,19890
Chevrolet,Captiva,2014,217000,2.0,20800
Changan,Qiyuan Q07,2025,0,1.5,39899
Mercedes,E 220 d,2016,170000,2.0,42000
Mercedes,S 350,2011,139000,3.5,35700
Kia,Sorento,2015,220000,2.2,22000
Hyundai,Santa Fe,2008,244000,2.7,15700
BMW,528,2016,150000,2.0,28500
Geely,Galaxy Starship 7,2025,0,1.5,36900
M-Hero,917,2025,0,1.5,493000
Kia,Optima,2016,122000,2.0,26400
Nissan,Patrol,2025,0,3.5,212330
Li,Auto L9,2025,0,1.5,107950
Jaguar,E-Pace,2024,0,1.5,98430
Mercedes,V 300,2023,0,3.0,153353
GAC,GS3 Emzoom,2024,0,1.5,32900
Mercedes,Vito 111,2008,364900,2.2,19200
Khazar,SD,2019,363000,1.7,8500
CFMOTO,ZFORCE 1000 Sport,2022,3500,10003,23000
Audi,Q7,2018,122500,2.0,49000
Hyundai,Grandeur,2011,226979,3.0,19900
BMW,X5,2020,93000,3.0,98000
Toyota,Camry,2014,182000,2.5,28000
Toyota,Prius,2010,365487,1.8,7800
Kia,Optima,2016,122000,2.0,26400
Nissan,Patrol,2025,0,3.5,212330
Hyundai,Elantra,2019,94951,2.0,24500
Hyundai,Elantra,2019,43000,1.6,25500
Ford,Transit,2011,298000,2.2,17900
Ravon,Nexia R3,2020,150000,1.5,12000
Toyota,Prius,2008,248000,1.5,13700
Mercedes,C 200,2002,201697,2.0,9800
Toyota,Corolla,2025,0,1.8,30260
Mercedes,Sprinter 515,2009,427000,2.7,35000
Mercedes,C 220,1996,100000,2.2,7300
Hyundai,Accent,2021,71500,1.6,27000
Mercedes,E 220,1994,560000,2.2,7500
Kia,Rio,2012,188000,1.1,12800
Mercedes,S 350,2011,170000,3.5,37900
Toyota,Land Cruiser,2006,320000,4.5,19800
Changan,Deepal S05,2025,0,1.5,38900
Hyundai,Accent,2015,163000,1.6,17500
Mercedes,E 220,1998,450252,2.2,9500
Kia,Sportage,2025,900,2.0,45900
Chevrolet,Chevette,1963,19814,2.3,70550
Geely,Coolray,2024,0,1.5,39900
BMW,535,2011,248000,3.0,31500
Dodge,Durango,2023,0,3.6,117300
LADA,(VAZ) Largus,2025,0,1.6,29900
Chevrolet,Damas,2025,0,0.8,16700
Chevrolet,Cobalt,2022,23000,1.5,20490
Opel,Astra,2007,400000,1.3,10300
Land,Rover Range Rover,2018,89000,3.0,84830
Land,Rover Range Rover,2021,76000,3.0,140000
Hyundai,Sonata,2015,221502,2.0,21700
Mercedes,C 300 4MATIC,2015,143000,3.5,29500
BYD,Destroyer 05,2025,0,1.5,22900
Nissan,Patrol,2000,451075,3.0,17000
BMW,535,2011,248000,3.0,31500
Changan,CS 55 Plus,2025,0,1.5,28950
Land,Rover RR Evoque,2015,144000,2.0,28900
Toyota,Highlander,2012,85000,3.5,32500
Hyundai,Sonata,2014,148900,2.0,24000
Mercedes,Vito 111,2008,484500,2.2,23000
Hyundai,Santa Fe,2010,256000,2.0,22900
Mercedes,V 250,2020,76000,2.0,87550
Geely,Galaxy L6,2025,0,1.5,38500
Changan,Qiyuan A06,2023,30000,1.5,29500
Dodge,Charger,2016,45000,3.6,45050
Porsche,Cayenne,2019,32000,3.0,124100
Land,Rover Range Rover,2021,10300,3.0,168300
BMW,328,2015,120000,2.0,29000
